SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.705714567,28,0,0.179027438,3680,7,0,0,0,0
0,0.16643864,42,1,2488,6670.221237392844,14,0,2,0,1
0,0.001923036,63,0,3270,6670.221237392844,6,0,3,0,0.7572222678605657
0,0.72981841,47,0,2854,6670.221237392844,13,0,2,0,0
0,0.272788773,56,0,0.307549461,14000,17,0,2,0,0
0,0.05475818,37,0,0.071367006,5800,4,0,0,0,1
0,0.003649818,64,0,1706,6670.221237392844,8,0,2,0,0
0,0.697389745,30,0,0.305962232,4712,6,0,0,0,2
1,0.165407637,54,0,0.260676779,4284,16,0,1,0,3
0,0.498837529,68,0,0.562739543,6000,10,0,2,0,0
0,0.004999833,67,0,0.134522263,25400,8,0,1,0,0
0,0.077844311,31,2,2060,6670.221237392844,6,0,1,0,0
0,0.34391663,38,0,0.440551407,5222,8,0,0,0,0
0,0.016455484,70,0,0.392821929,10141,7,0,2,0,1
0,0.070109125,56,0,0.427303625,5295,12,0,1,0,3
0,0.27389087,29,0,0.191159364,2578,8,0,0,0,0
0,0.081630853,52,0,1376,6670.221237392844,11,0,2,0,0
0,0.304043782,56,0,0.363370321,8200,5,0,2,0,0
0,0.180267763,52,0,5562,0,10,0,3,0,2
0,0.910845879,48,0,0.373078645,6700,10,0,2,0,0
0,0.088642264,68,1,0.290300546,4391,13,0,0,0,0
0,0.328400742,58,0,0.875743871,4200,14,0,2,0,0
0,0.008786852,80,0,0.046777361,5600,6,0,0,0,0
0,0.072723182,86,0,87,6670.221237392844,5,0,0,0,0
0,0.597462514,47,0,2835,6670.221237392844,5,0,2,0,0
0,0.186482737,78,1,3.049966689,1500,26,0,2,0,0
0,0.823627206,31,0,0.281622088,5794,10,0,0,0,2
0,0.988741044,50,0,0.184857424,2033,2,0,0,0,0
0,0.187720083,54,0,5547,6670.221237392844,13,0,3,0,0
0,0.710046767,53,0,0.37151187,2400,14,0,1,0,1
0,0.215209014,61,0,3507,6670.221237392844,12,0,3,0,0
0,0.050574333,59,0,0.002571061,7000,3,0,0,0,0
1,0.9999999,40,98,0.010938924,3290,0,98,0,98,3
0,0.01930773,72,0,0.006971837,10900,8,0,0,0,0
0,0.240016256,53,0,0.441093151,6000,12,0,1,0,0
0,0,52,0,2145,6670.221237392844,5,0,1,0,0
0,0.16633613,39,0,0.807234329,4450,16,0,1,0,0
0,0.283707735,32,0,1853,6670.221237392844,6,0,3,0,0
0,0.449197861,26,0,0.010361752,5500,4,0,0,0,1
1,0.822188136,41,1,0.809632107,7474,16,0,3,0,3
0,0.753513569,47,0,0.432760637,11116,15,0,4,0,0
0,0,73,0,0.301087915,3400,11,0,2,0,0
0,1.035823772,74,0,0.466480905,6100,19,0,1,0,0
0,0,66,0,0.722177311,3710,5,0,3,0,1
0,0.069182748,64,0,0.486093438,5500,8,0,1,0,0
0,0.032413966,50,1,0.180760641,30000,8,0,2,0,3
0,0.06316445,39,0,0.284285952,6000,6,0,1,0,2
0,0.000222217,50,0,0.225878039,10363,15,0,2,0,0
0,0.074018933,34,0,0.464757,6213,16,0,1,0,3
0,0.9999999,62,0,0.141588673,4166,1,0,0,0,0
0,0.044690589,54,1,0.537856441,9152,12,0,3,0,0
0,0,72,0,1,6670.221237392844,6,0,0,0,0.7572222678605657
0,0.003947161,37,0,0.02121583,2450,5,0,0,0,1
0,0.068676847,52,0,0.12355058,2500,2,0,0,0,2
0,0,25,0,0,2000,1,0,0,0,0
0,0.981437411,47,0,0.049419693,2670,7,4,0,0,0
1,0.9999999,39,2,0.276391938,5010,2,1,1,0,1
0,0.97349627,57,0,0.571507914,3600,11,0,1,0,0
0,0.017908684,67,0,0.133308985,5475,11,0,1,0,0
0,0.030253695,51,0,0.615890555,3800,16,0,2,0,0
0,0.9999999,28,1,0.14114326,2833,1,1,0,0,0
0,0.929683576,32,0,0.899210111,3164,8,0,2,0,0
0,0,60,0,0.25844569,6600,8,0,1,0,1
0,0.9999999,24,0,0.61298377,800,1,0,0,0,0
0,0.001843841,50,0,920,6670.221237392844,2,0,1,0,0
0,0.145074412,43,1,0.881715952,2400,11,0,1,0,2
0,0.959258622,46,0,0.189431877,5790,10,0,0,0,3
0,0.155884208,65,0,1846,6670.221237392844,3,0,1,0,0
1,0.9999999,46,4,0.434470767,4600,7,2,1,1,2
0,0.167334146,43,4,1.043043478,9199,11,0,3,0,2
0,0.036285072,45,3,0.275668973,25000,14,0,2,0,4
1,0.9999999,52,1,0.37175,3999,3,3,1,3,0
0,0.744553462,40,0,0.326996667,8100,12,0,1,0,2
0,0.96823654,66,1,0.712076145,5042,11,0,2,0,0
0,0.354872776,72,0,1006,6670.221237392844,7,0,1,0,0
0,0.9999999,30,1,0.112464855,3200,2,0,0,0,0
0,0.021576676,64,4,0.005428054,10500,14,0,0,0,0
0,0.006247397,29,1,0.317841079,2000,7,0,0,0,0
0,0.04998438,31,0,0.683947533,1600,8,0,1,0,1
0,0.334610898,64,0,0.306058713,1600,2,0,1,0,0
0,0.354187253,52,0,7976,6670.221237392844,13,0,5,0,0
0,0.001589825,48,0,0.298225309,5183,7,0,1,0,4
0,0.008479774,45,0,0.353520926,7000,6,0,1,0,3
0,0.059338223,66,0,0.069572171,2500,16,0,0,0,0
0,0.053533792,71,0,0.020035357,1696,9,0,0,0,0
0,0.217857092,55,0,0.822641509,7684,10,0,2,0,1
0,0.926303657,62,1,0.45202487,5950,11,0,2,0,0
0,0.463341666,38,0,0.385443362,1950,3,0,0,0,0
0,0.269186541,70,0,0.164167167,5000,2,0,1,0,0
0,0.070328447,40,0,0.548800799,6003,10,0,2,0,3
0,0.534252774,69,0,0.517699473,12344,10,0,3,0,0
1,0.802722728,38,1,2128,6670.221237392844,8,1,0,0,5
0,0.063787243,41,0,0.492602959,2500,9,0,1,0,1
0,0.914702843,42,0,0.983005665,3000,10,0,1,0,0
0,0.0866631,66,0,0.477807117,7952,8,0,2,0,2
1,1.039989192,55,6,435,6670.221237392844,8,0,0,1,1
0,0.248660864,56,0,0.389551757,3100,9,0,0,0,0
0,0.241961073,54,0,0.24019025,9250,18,0,1,0,3
0,0,54,0,0.121969508,4000,11,0,0,0,0
0,0.9999999,37,0,0.216496828,5200,5,0,0,0,2
1,0.786366182,62,2,0.863017751,3379,8,0,2,0,0
0,0,54,0,0.101860404,7578,7,0,1,0,0
0,0.277520225,57,0,0.231976802,10000,10,0,2,0,2
0,0.071463534,49,0,1651,6670.221237392844,13,0,1,0,0
0,0.038917573,65,0,0.610895736,4900,7,0,2,0,0
0,0.009004321,46,0,0.017327557,3000,7,0,0,0,0
0,0.456415019,35,0,0.855801272,3300,12,0,2,0,1
0,0.097300082,54,0,0.280850649,10250,8,0,1,0,0
0,0.063837861,68,0,0.427714687,7836,11,0,1,0,0
0,0.007679001,49,0,0.724809261,3800,8,0,1,0,2
0,0.263515444,52,0,2.825145712,1200,13,0,2,0,2
0,0.00521724,64,0,0.000495491,10090,2,0,0,0,0
0,0.9999999,28,0,0.640322581,619,1,0,0,1,0
0,0.01975076,57,0,2397,6670.221237392844,6,0,1,0,0
0,0.002239821,64,0,2675,6670.221237392844,5,0,1,0,0
1,0.668161435,57,2,0.454403172,9583,5,3,2,1,1
0,0.014409759,60,0,0.657528379,4668,11,0,2,0,0
0,0.006466117,66,0,1073,6670.221237392844,16,0,0,0,0
0,0.085886879,53,0,0.724213606,4100,24,0,2,0,1
0,0.900221391,70,0,2899,6670.221237392844,15,0,1,0,0.7572222678605657
0,0.00555535,42,0,0.59347293,5300,11,0,1,0,1
0,0.403198934,35,0,0.134960306,3400,3,0,0,0,2
0,0.610530993,33,0,0.318068193,10000,7,0,2,0,3
0,0.021513305,64,0,0.247501,2500,16,0,0,0,2
0,1.004029249,45,1,0.116119458,5390,3,2,0,0,2
0,0.941295301,36,0,0.239513109,5339,9,0,0,0,2
0,0,38,0,0.018882509,9055,7,0,0,0,3
0,0.9999999,45,0,0.015373078,2666,1,0,0,0,2
0,0.09055967,47,0,0.099980004,5000,3,0,0,0,0
1,0.92161148,42,3,0.180699989,8942,13,1,0,2,0
0,0.279093644,65,0,0.331327476,16617,20,0,2,0,0
0,0.169880327,64,0,2187,6670.221237392844,14,0,1,0,1
0,0.677576546,70,2,0.960652591,2083,13,0,1,1,0
0,0.513759334,40,0,0.406130772,7600,12,0,2,0,2
0,0.154383329,43,0,0.491441369,6250,13,0,2,0,0
0,0.021575313,67,0,0.00252605,9500,4,0,0,0,0
0,0.9999999,44,0,0.511395442,2500,4,0,1,0,0
0,0.096159643,53,0,0.317654437,6377,13,0,2,0,0
0,0.416731474,31,0,0.409993454,9165,7,0,1,0,2
0,0.9999999,53,0,1.052631579,1500,2,0,1,0,0
0,0.78090758,37,0,0.245085431,5442,7,0,0,0,0
1,0.9999999,30,1,0.219152855,3800,4,0,0,1,2
0,0.198691147,55,2,1251,6670.221237392844,3,2,1,2,0.7572222678605657
0,0.051342146,61,0,108,6670.221237392844,7,0,0,0,0
0,0.9999999,37,0,0.015992892,2250,0,0,0,0,0
0,0.457227461,51,0,0.705147059,5439,11,0,2,0,4
0,0.663867227,54,0,0.438155136,5246,16,0,1,0,0
0,0.9940015,37,2,0.209151538,5397,10,0,0,0,4
0,0.003153965,71,0,0.30621435,3330,14,0,1,0,0
0,0.586083026,44,1,0.314176974,5254,8,0,0,0,1
0,0.664185533,34,0,0.304207521,8056,25,0,2,0,0
1,1.249405045,26,2,0.215937039,2032,6,0,0,1,0
0,0.505183938,34,0,0.091443693,3400,7,0,0,0,0
0,0.519682231,64,0,0.859116524,5500,15,0,2,0,2
0,0.078544752,36,0,208,6670.221237392844,9,0,0,0,0
0,0.9999999,59,0,0.068856515,7275,1,0,0,0,1
0,0.456981721,53,0,0.406909789,2083,11,0,0,0,0
0,0.091919542,79,0,0.00685649,10500,9,0,0,0,0
1,0.9999999,27,1,0.38969118,4500,6,1,1,1,1
0,0.041723957,49,0,0.084713223,12500,2,0,1,0,1
0,0.048919314,76,0,0.097238896,4164,3,0,0,0,0
0,0.03888795,41,0,0.048390322,5000,5,0,0,1,0
0,0.446607119,58,0,0.545434348,4500,8,0,1,1,0
0,0.053074127,50,0,0.344765523,10000,4,0,1,0,1
0,0.049083746,43,0,0.207916752,4900,14,0,1,0,1
0,0.117212964,45,0,2844,6670.221237392844,9,0,1,0,1
0,0.078942676,50,0,0.070713239,8187,10,0,1,0,0
0,0.007939561,63,0,0.003997335,1500,7,0,0,0,0
0,0.000176986,42,2,0,6670.221237392844,5,0,0,0,0.7572222678605657
0,0.24789108,59,2,0.401206848,7125,10,0,1,0,0
0,0.9999999,43,0,426,6670.221237392844,1,0,0,1,0
0,0.009081931,51,0,0.244381181,6673,12,0,2,0,0
0,0.9999999,36,0,0,5166,3,0,0,0,0
0,0.011369641,33,0,0.340786002,7200,15,0,2,0,0
0,0.003214171,62,0,0.221734641,3873,6,0,1,0,0
0,0.00753558,75,0,1081,6670.221237392844,7,0,0,0,0
0,0.369421575,47,0,0.770891643,2500,8,0,1,0,0
0,0.02017106,46,0,0.168783122,10000,12,0,1,0,3
0,0.018318465,60,0,0.310327146,9750,12,0,2,0,1
0,0.259508838,44,0,0.462627755,8120,8,0,1,0,3
0,0.138401932,62,0,1.03814965,5425,16,0,7,0,0
0,0.077960584,55,0,0.386629266,6416,6,0,1,0,1
0,0.119705341,28,0,13,6670.221237392844,4,0,0,1,0
0,0.021359573,76,0,0.003874516,8000,4,0,0,0,1
0,0.390176089,33,0,0.351740139,4309,5,0,0,0,0
1,0.011402842,41,1,0.450093205,5900,7,0,2,0,2
0,0.435719369,47,0,5154,6670.221237392844,8,0,3,0,0
0,0.87340611,57,1,0.287652077,7150,9,0,1,0,0
0,0.547336325,45,0,0.415011332,7500,11,0,1,0,3
0,0.9999999,48,3,0.385076865,2666,6,0,0,0,0
0,0.114177165,30,0,0.04181058,5500,6,0,0,0,0
0,0.94811725,45,0,0.399000185,5400,7,0,1,0,2
0,0.024639343,69,0,27,6670.221237392844,5,0,0,0,0
0,0.017992803,42,0,0.197600436,5500,7,0,0,0,1
0,0.05267203,65,0,0.138191513,4500,12,0,0,0,0
0,0.034807866,62,1,0.21797578,9000,9,0,1,0,1
0,0.005594308,64,0,3352,6670.221237392844,10,0,2,0,0
0,0.804260985,49,2,0.187716792,4900,5,1,0,0,1
1,0.846212995,33,1,0.111351092,4166,5,0,0,0,0
0,0.159696747,69,0,0.02739726,10438,9,0,1,0,0
0,0.038792395,61,0,0.010494753,2000,2,0,0,0,0
0,0.022706748,72,0,0.646001467,2725,4,0,2,0,0
0,0.009867237,69,0,0.087080934,28306,9,0,2,0,0
0,0.9999999,82,0,0,6670.221237392844,1,0,0,0,0
0,0.9999999,35,0,0.495476088,2320,4,0,1,0,1
0,0.850822984,56,0,0.372650475,9469,8,0,1,0,2
0,0.91790743,36,0,0.618069442,5500,7,0,3,0,1
0,0.424738689,66,3,2.886965231,6988,19,0,1,0,0
0,0.035683709,35,0,0.365793201,5647,8,0,0,0,2
0,0.035940259,65,0,0.156878642,19734,12,0,2,0,1
0,0.590277268,66,1,0.458756874,6000,9,0,1,0,0
0,0.198184387,48,0,0.704181601,4184,12,0,1,0,0
0,0.994628725,41,0,0.357172615,7200,7,0,2,0,0
0,0.9999999,51,3,0.559460039,4666,4,1,1,0,2
0,0.022994193,70,0,0.036282858,2700,7,0,0,0,0
0,0.929535232,50,1,0.686286051,1698,6,0,0,0,0
0,0.9999999,45,1,4219,6670.221237392844,6,0,2,0,0
0,0.691582698,56,0,0.261814284,10262,8,0,1,0,2
0,0.358929544,30,0,0.650365935,3005,6,0,1,0,0
0,0.027572178,54,0,0.032144651,3981,5,0,0,0,0
0,0.350689399,59,1,0.459942507,8000,10,0,1,0,2
0,0.325201968,42,0,0.308712752,15000,8,0,2,0,4
0,0.281682473,65,0,0.504363002,4583,11,0,1,0,1
0,0.100534133,45,1,0.046189568,12058,8,0,0,0,4
0,0.910022494,36,0,0.139917695,1700,2,0,0,0,0
0,0.062214033,46,0,1.022488756,2000,13,0,2,0,0
0,0.922915659,52,0,0.294451157,10758,8,0,2,0,3
0,0.046020077,60,0,0.010094277,10500,6,0,0,0,0
0,0,23,0,0,898,2,0,0,0,0
0,0,39,0,0.267651131,4333,11,0,0,0,1
0,0,64,0,879,6670.221237392844,6,0,1,0,0
0,0.396150962,25,0,0.690621194,820,3,0,0,0,0
0,0.467019185,26,0,0.208135392,3367,7,0,0,0,1
0,0.009266049,85,0,4,6670.221237392844,3,0,0,0,0.7572222678605657
0,0.822696217,61,0,0.148917235,3370,6,0,0,0,1
0,0.176543164,60,0,0.365515968,5416,11,0,2,0,3
0,0.014833024,69,0,0.176487394,14000,7,0,1,0,0
0,0.028596731,75,0,22,6670.221237392844,6,0,0,0,0
0,0.175409184,67,0,0.702510553,4500,22,0,2,0,0
0,0.008266768,84,0,94,6670.221237392844,13,0,0,0,0
0,0.056767092,45,0,0.450711469,5832,8,0,2,0,2
0,0.082395449,73,0,0.034411765,6799,4,0,1,0,0
0,0.511164078,48,0,0.28195972,7000,7,0,2,0,1
1,0.025586733,54,1,67,6670.221237392844,6,0,0,0,0
0,0.067753245,49,0,0.375230243,11400,16,0,3,0,0
0,0.9990005,64,4,0.230011455,8729,6,0,2,0,0
0,0.033655577,50,0,0.236247829,12088,12,0,4,0,3
0,0,43,0,0.078289839,1800,4,0,0,0,2
0,0.651717719,75,1,0.470282377,12500,11,0,1,0,2
0,0.942473972,47,0,0.375305766,8584,5,0,1,0,0
0,0.9999999,55,0,0.425085483,12867,7,0,2,0,1
0,0.9999999,35,2,0.422743216,5416,10,0,2,0,2
0,0.021936277,61,0,0.005999314,5833,5,0,0,0,2
0,0.012052182,35,1,1.225295784,6000,11,0,3,0,1
0,0.518533844,61,0,0.992294992,3633,9,0,2,0,0
0,0.098539505,56,1,2949,6670.221237392844,13,0,2,0,0
0,0.142239438,24,0,0.158400615,2600,6,0,0,0,0
0,0.149323378,54,0,0.014474824,8082,1,0,0,0,0
0,2.308457711,32,1,0.089264461,4200,2,0,0,0,2
0,0.732408672,27,0,0.287609571,4220,7,0,0,0,0
0,0.841721742,27,0,0.600487211,820,3,0,0,0,0
0,0.07458531,63,0,0.022391044,2500,4,0,0,0,0
0,0.9999999,36,0,0.003942632,17500,1,0,0,0,3
0,0.565143486,27,0,0.063688388,5416,2,0,0,0,0
0,0.048889462,52,0,0.456939652,14200,22,0,5,0,3
1,1.308364544,48,2,0.035383666,4860,6,1,0,2,3
0,0,54,0,7016,6670.221237392844,16,0,5,0,0
0,0.319254982,58,0,0.283449453,14065,31,0,3,0,0
0,0.876240995,35,1,0.191055263,7400,5,0,0,0,0
0,0.002906159,62,0,0.304148088,7400,16,0,2,0,0
0,0.075561543,60,0,0.363960653,9250,12,0,3,0,2
0,0.9999999,23,98,0,3553,0,98,0,98,0
0,0,57,0,658,6670.221237392844,9,0,0,0,0
0,0.65524136,33,0,0.320377568,1800,11,0,0,0,0
0,0.128313318,62,0,0.424635569,6859,12,0,1,0,0
0,0.076896155,62,0,1529,6670.221237392844,6,0,1,0,0
0,0.101042926,75,0,0.2314854,4725,15,0,1,0,1
0,0.111469595,43,0,0.477913107,5500,8,0,2,0,0
0,0.139129357,64,0,0.146367013,10500,17,0,1,0,0
0,0.159168166,31,0,0.581860108,1300,3,0,1,0,0
0,0.032563953,60,0,0.185398535,15970,7,0,1,0,0
0,1.017082542,61,2,0.532207165,5386,7,0,1,0,0
0,0.013093592,53,0,0.321554117,5404,9,0,1,0,2
0,0.050509034,54,0,0.22453938,4938,14,0,1,0,2
0,0.006968199,64,0,579,6670.221237392844,17,0,0,0,0
0,0.357394502,51,0,0.189243238,9500,8,0,1,0,2
0,0.9999999,38,0,0.157178562,3600,2,0,0,0,0
0,0.01376541,43,0,0.345850461,9000,9,0,2,0,5
0,0.002020161,43,0,0.228941685,12500,9,0,2,0,1
0,0.060092532,61,0,0.067325853,9000,6,0,0,0,2
1,1.296173045,44,4,0.243277444,3160,8,0,1,0,5
0,0.08232702,35,0,0.529405921,10065,11,0,5,0,0
0,0.06009442,69,1,1562,6670.221237392844,8,0,1,0,0
0,0.046894804,57,0,3118,6670.221237392844,9,0,1,0,0.7572222678605657
0,0.078934211,51,0,0.295974612,5986,11,0,1,0,3
0,0.014997001,70,0,0.057035998,4277,9,0,1,0,0
0,0.037181754,61,0,0.277876106,8474,19,0,2,0,0
0,0.053092456,47,0,1807,0,7,0,1,0,0
0,0.018932175,75,0,0.688341544,3044,9,0,2,0,1
0,0.066763317,70,0,0.700729927,958,9,0,0,0,0
0,0.011987401,77,0,0.659560293,1500,13,0,1,0,0
0,0.915687069,67,0,0.437890527,4000,6,0,2,0,0
0,0.002017355,63,0,0.943432407,7300,27,0,5,0,0
0,0.100459969,78,0,0.327809645,4706,6,0,2,0,1
0,0.047396978,42,0,0.271553519,2400,3,0,1,0,0
0,0.635939886,63,0,0.990648379,4811,8,0,2,0,1
0,0,69,0,0.541818964,4650,7,0,1,0,1
0,0.033703824,37,0,653,6670.221237392844,8,0,1,0,0
0,0.016687473,50,0,0.064738524,5946,5,0,0,0,3
0,0.059801483,74,0,0.176536452,8037,12,0,1,0,0
1,1.511145273,49,1,0.024780589,3873,1,0,0,0,0
0,0.975817703,38,0,0.172235555,5416,11,0,0,0,0
0,0.007468982,59,0,0.129109671,16667,14,0,1,0,1
0,0,66,0,1112,6670.221237392844,7,0,1,0,2
1,0.633098852,43,1,0.451544447,4240,6,1,2,2,2
0,0.06492143,70,0,0.252439542,4713,11,0,2,0,0
0,0.034931781,41,1,0.14435868,6088,4,0,1,0,2
0,0.526894621,43,0,0.141858367,4433,6,0,0,0,0
0,0.978772675,58,0,0.878810046,4100,14,0,2,0,0
0,0.15321068,40,0,0.097520888,7300,6,0,0,0,6
0,0.006199843,67,0,2299,6670.221237392844,12,0,2,0,0
0,0.079974447,62,0,0.356239092,4583,16,0,1,0,1
0,0.734843691,42,1,727,6670.221237392844,7,0,0,0,0
0,0.379472182,63,0,0.441139715,4000,9,0,1,0,0
0,0.556138871,48,2,0.640317052,4667,12,0,1,1,0
0,0.003049191,58,0,0.053063993,13266,4,0,0,0,0
0,0.14638524,43,0,0.157845621,7500,20,0,2,0,0
0,0.580141316,50,0,2.994673768,750,9,1,2,0,0
0,0.497933164,35,0,0.486216255,7000,12,0,2,0,4
0,0.9999999,45,0,3,0,2,0,0,0,3
0,0.005028719,62,0,1064,6670.221237392844,12,0,2,0,1
0,0.081996511,74,0,57,6670.221237392844,3,0,0,0,0
0,0.236244094,59,0,0.359106297,7384,4,0,1,0,0
0,0.527284601,53,0,4750,6670.221237392844,10,0,1,0,0
0,0.135115831,65,0,0.228628562,6000,11,0,2,0,0
0,0.001751018,44,0,0.7121186,5800,14,0,2,0,1
0,0.128249882,76,0,0.425005572,4486,11,0,1,0,0
0,0.25684592,72,0,0.136929461,8916,10,0,0,1,0
0,0.0699986,49,0,0.563316449,3750,7,0,2,0,0
0,0.090922394,53,0,0.034439574,1596,5,0,0,0,0
0,0.527252774,28,0,0.660141608,2400,6,0,0,0,1
1,0.102195584,30,2,0.600067785,5900,9,0,2,0,0
0,0.041671676,59,0,0.261784615,8124,16,0,2,0,3
0,0,41,1,1648,6670.221237392844,7,0,1,0,0
0,0.046301013,63,0,5559,6670.221237392844,9,0,4,0,0.7572222678605657
0,0.003593512,43,0,0.198377328,8750,8,0,1,0,1
0,0.016843161,50,0,0.082037468,8166,6,0,0,0,0
1,0.892611036,50,6,2487,6670.221237392844,14,0,2,4,0
0,0,45,0,0.44675125,2600,3,0,1,0,0
0,0.147323512,54,0,66,6670.221237392844,3,0,0,0,0
0,0.118800119,63,0,0.102579484,3333,10,0,1,0,0
0,0.271854296,32,0,0.161674518,11250,9,0,0,0,2
0,0.036816565,56,0,0.180725787,4160,8,0,1,0,0
0,0.01999853,57,0,0.302232589,3000,3,0,1,0,0
0,0.047800863,63,0,0.285074388,6250,8,0,1,0,1
0,0.75101094,53,0,0.274658027,8333,6,0,2,1,3
0,0.03462622,72,0,55,6670.221237392844,3,0,0,0,0
0,0.394297644,42,0,0.401802247,8100,15,0,4,0,1
0,0.19011341,33,0,0.054490918,6000,10,0,0,0,2
0,0.010945686,79,0,0.162077105,2541,11,0,0,0,0
0,0.9999999,34,0,0.566208083,2325,8,0,1,0,0
0,0.193852042,62,0,0.330117523,5700,13,0,1,0,0
0,0.03707091,40,0,0.045325779,6000,5,0,0,0,0
0,0.05645204,44,0,0.006500102,4922,1,0,0,0,2
0,0.702765745,41,0,0.078344314,6981,3,0,0,0,0
0,0.069921686,59,1,0.455596011,6316,10,0,3,0,0
1,0.333434272,58,0,0.093646212,101167,19,0,7,0,0
0,0.017780779,49,0,0.260678057,7491,7,0,1,0,5
0,0.935011256,38,0,0.391154367,8116,8,0,1,0,2
0,0.361207944,58,0,0.264136793,20000,16,0,2,0,0
1,0.85971389,55,0,0.599348239,11046,18,7,6,6,1
0,0,45,1,0.255902999,4700,9,0,1,0,1
0,0.397553845,51,0,2629,6670.221237392844,17,0,0,0,1
0,0,75,0,536,0,7,0,1,0,0
0,0.440624772,30,0,1753,6670.221237392844,9,0,2,0,0
0,0.13977573,46,0,0.235716852,5565,5,0,2,0,0
0,0.009949503,89,0,0.000673038,7428,5,0,0,0,0
0,0.054863517,52,1,0.506412909,4833,8,0,1,0,2
0,0.866608893,59,1,0.54732896,3200,5,0,0,0,1
1,1.613968598,51,5,1928,6670.221237392844,5,1,0,0,3
0,0.000454504,76,0,886,6670.221237392844,2,0,1,0,0
0,0.422654886,69,0,0.180890955,13333,15,0,1,0,0
0,0.120991934,76,0,0.106719368,4300,7,0,0,0,0
0,0.003197745,45,0,0.323035393,3333,5,0,1,0,0
0,0.713313484,50,0,2104,6670.221237392844,4,0,1,0,0
0,0.10465841,56,0,0.079564335,5416,6,0,0,0,0
0,0.13664859,52,0,0.340970631,4800,6,0,1,0,0
0,0.682091468,44,2,0.290664291,10100,9,0,2,0,3
0,0.024951906,64,0,0.353173681,4300,9,0,1,0,0
0,0.004696881,64,0,0.085249923,3260,3,0,0,0,2
0,0.295915453,36,0,0.348061317,4435,5,0,1,0,0
0,0.877252993,29,0,0.146341463,2500,3,0,0,0,0
0,0.076211496,61,0,762,6670.221237392844,10,0,0,0,0
0,0,42,0,0.289401927,5500,7,0,1,0,1
0,0.255193022,64,0,0.420278986,13333,17,0,2,0,0
0,0.9999999,82,1,1.556977209,2500,5,0,3,1,0
0,0.9999999,79,0,0,6670.221237392844,3,0,0,0,0.7572222678605657
0,0.06042649,47,0,0.195502811,1600,10,0,0,0,0
0,0.382747401,49,2,0.211841599,2600,4,0,0,0,2
1,0.186172745,59,0,0.5014995,3000,8,0,1,0,0
0,0.375540792,40,0,0.283634618,6250,24,0,1,0,1
0,0.064007472,84,0,0.022651566,1500,5,0,0,0,0
0,0.051675716,59,0,0.630744369,9900,11,0,2,0,1
0,0.644934203,68,0,0.587437687,5014,6,0,3,0,1
0,0.053755304,61,0,0.035392921,1666,3,0,0,0,0
0,0.253481692,42,0,0.393387448,5050,12,0,2,0,2
0,0.152682375,53,0,0.300783203,6000,8,0,1,0,0
0,0.371959178,62,0,0.464568298,11500,18,0,4,0,1
0,0.081284621,72,0,0.012405895,9430,6,0,0,0,0
0,0.966668889,42,0,0.633061156,6000,9,0,2,0,0
0,0.406591526,47,0,0.738546414,4168,14,0,2,0,2
0,0,45,0,0,5000,4,0,0,0,0
0,0.009217479,67,0,0.039933444,600,8,0,0,0,0
0,0.089802387,55,0,0.527311674,2800,18,0,1,0,0
0,0.432584582,44,0,0.76494369,3462,9,0,1,0,2
0,0.296880566,40,0,358,6670.221237392844,7,0,0,0,0
0,0.022349597,56,0,0.168971838,6000,15,0,1,0,0
0,0,62,1,1.020158039,6200,11,0,3,0,0
0,0.092844874,34,2,0.648957441,3500,12,0,2,0,2
0,0.065548267,82,0,0.024195161,5000,10,0,0,0,0
0,0.000749953,30,1,0.282399143,2800,6,0,0,0,1
0,0.9999999,64,1,1025,6670.221237392844,3,0,1,1,0
0,0.417629356,72,0,0.408328623,5306,7,0,1,0,0
1,0.952123742,31,1,0.192903548,2000,2,4,0,1,1
0,0.28106614,62,0,1566,6670.221237392844,13,0,2,0,0
0,0.9999999,49,0,1.05719045,1800,9,1,1,0,0
0,0.063264663,57,0,0.154278576,1600,13,0,0,0,1
0,0.828930922,30,0,0.067770248,9000,7,0,0,0,2
0,0.00031779,49,1,0.439181147,4200,11,0,2,0,2
0,0.892894914,33,1,0.630560272,2944,6,0,1,0,2
0,0.079371557,32,0,0.610935857,950,8,0,1,0,0
0,0.694242711,29,0,0.081675613,9500,2,0,0,0,1
0,0.07999798,69,0,0.614669267,20000,9,0,3,0,0
0,0.182698549,41,0,0.067769492,35000,11,0,0,0,2
0,0.285717163,60,0,0.340915783,13583,15,0,3,0,1
0,0.9999999,31,0,0,6833,4,0,0,0,0
0,0.34385893,54,0,4186,6670.221237392844,13,0,2,0,0
1,0.868149281,41,0,2894,6670.221237392844,11,0,2,1,0
1,0,57,1,0.279113753,3700,8,0,1,0,0
0,0.89437406,51,0,1200,6670.221237392844,11,0,0,0,0
1,0.042802081,42,0,0.389851967,10267,17,0,2,0,2
0,0.934043971,36,0,0.048775105,4530,4,0,0,0,2
0,0.036764653,60,0,0.269578791,41000,11,0,2,0,0
0,0.071890812,64,0,0.225649814,3500,13,0,2,0,1
0,0.001634106,63,0,0.07648088,4000,7,0,0,0,0
